measure_id,expires,commodity,commodity_description,measure_type,geographical_area,additional_code,exporter
20286721,2027-02-20,8431200060,Pre-assembled or ready-to-assemble sections of self-propelled mobile access equipment designed for the lifting of person,551,CN,14110,"XCMG Group, including:<br><br>&amp;bull; XCMG Fire-Fighting Safety Equipment Co Ltd, the PRC producer<br><br>&amp;bull; "
20286736,2027-02-20,8431200060,Pre-assembled or ready-to-assemble sections of self-propelled mobile access equipment designed for the lifting of person,551,CN,14111,Hunan Sinoboom Intelligent Equipment Co Ltd (“Sinoboom”)
20286751,2027-02-20,8431200060,Pre-assembled or ready-to-assemble sections of self-propelled mobile access equipment designed for the lifting of person,551,CN,14112,Haulotte Access Equipment Manufacturing (Changzhou) Co Ltd
20286766,2027-02-20,8431200060,Pre-assembled or ready-to-assemble sections of self-propelled mobile access equipment designed for the lifting of person,551,CN,14113,Shandong Chufeng Heavy Industry Machinery Co Ltd
20286781,2027-02-20,8431200060,Pre-assembled or ready-to-assemble sections of self-propelled mobile access equipment designed for the lifting of person,551,CN,14114,Joovoo Industries Inc
20286796,2027-02-20,8431200060,Pre-assembled or ready-to-assemble sections of self-propelled mobile access equipment designed for the lifting of person,551,CN,14115,Jinan Juxin Machinery Co Ltd
20286811,2027-02-20,8431200060,Pre-assembled or ready-to-assemble sections of self-propelled mobile access equipment designed for the lifting of person,551,CN,14091,Goods which do not fall within the goods description are excluded from the measure<BR><br><br>* These goods are excluded
20286601,2027-02-20,8431200060,Pre-assembled or ready-to-assemble sections of self-propelled mobile access equipment designed for the lifting of person,551,CN,11386,All other overseas exporters (residual amount)
20286572,2027-02-20,8431310000,"Of lifts, skip hoists or escalators",551,CN,14101,Zhejiang Dingli Machinery Co Ltd
20286587,2027-02-20,8431310000,"Of lifts, skip hoists or escalators",551,CN,14102,Lingong Heavy Machinery Co Ltd
20286617,2027-02-20,8431310000,"Of lifts, skip hoists or escalators",551,CN,14103,Fronteq (Changzhou) Machinery Co Ltd.
20286632,2027-02-20,8431310000,"Of lifts, skip hoists or escalators",551,CN,14104,Sunward Intelligent Equipment Co Ltd
20286647,2027-02-20,8431310000,"Of lifts, skip hoists or escalators",551,CN,14105,Oshkosh JLG (Tianjin) Equipment Technology Co Ltd (“JLG Tianjin”)
20286662,2027-02-20,8431310000,"Of lifts, skip hoists or escalators",551,CN,14106,"Jiangsu LiuGong Machinery Co Ltd, a PRC producer"
20286677,2027-02-20,8431310000,"Of lifts, skip hoists or escalators",551,CN,14107,Terex (Changzhou) Machinery Co Ltd (“Terex Changzhou”)
20286692,2027-02-20,8431310000,"Of lifts, skip hoists or escalators",551,CN,14108,Zoomlion Intelligent Access Machinery Co Ltd
20286707,2027-02-20,8431310000,"Of lifts, skip hoists or escalators",551,CN,14109,Hered (Shandong) Intelligent Technology Co Ltd
20286722,2027-02-20,8431310000,"Of lifts, skip hoists or escalators",551,CN,14110,"XCMG Group, including:<br><br>&amp;bull; XCMG Fire-Fighting Safety Equipment Co Ltd, the PRC producer<br><br>&amp;bull; "
20286737,2027-02-20,8431310000,"Of lifts, skip hoists or escalators",551,CN,14111,Hunan Sinoboom Intelligent Equipment Co Ltd (“Sinoboom”)
20286752,2027-02-20,8431310000,"Of lifts, skip hoists or escalators",551,CN,14112,Haulotte Access Equipment Manufacturing (Changzhou) Co Ltd
20286767,2027-02-20,8431310000,"Of lifts, skip hoists or escalators",551,CN,14113,Shandong Chufeng Heavy Industry Machinery Co Ltd
20286782,2027-02-20,8431310000,"Of lifts, skip hoists or escalators",551,CN,14114,Joovoo Industries Inc
20286797,2027-02-20,8431310000,"Of lifts, skip hoists or escalators",551,CN,14115,Jinan Juxin Machinery Co Ltd
20286812,2027-02-20,8431310000,"Of lifts, skip hoists or escalators",551,CN,14091,Goods which do not fall within the goods description are excluded from the measure<BR><br><br>* These goods are excluded
20286602,2027-02-20,8431310000,"Of lifts, skip hoists or escalators",551,CN,11386,All other overseas exporters (residual amount)
20286573,2027-02-20,8431390010,Pre-assembled or ready-to-assemble sections of self-propelled mobile access equipment designed for the lifting of person,551,CN,14101,Zhejiang Dingli Machinery Co Ltd
20286588,2027-02-20,8431390010,Pre-assembled or ready-to-assemble sections of self-propelled mobile access equipment designed for the lifting of person,551,CN,14102,Lingong Heavy Machinery Co Ltd
20286618,2027-02-20,8431390010,Pre-assembled or ready-to-assemble sections of self-propelled mobile access equipment designed for the lifting of person,551,CN,14103,Fronteq (Changzhou) Machinery Co Ltd.
20286633,2027-02-20,8431390010,Pre-assembled or ready-to-assemble sections of self-propelled mobile access equipment designed for the lifting of person,551,CN,14104,Sunward Intelligent Equipment Co Ltd
20286648,2027-02-20,8431390010,Pre-assembled or ready-to-assemble sections of self-propelled mobile access equipment designed for the lifting of person,551,CN,14105,Oshkosh JLG (Tianjin) Equipment Technology Co Ltd (“JLG Tianjin”)
20286663,2027-02-20,8431390010,Pre-assembled or ready-to-assemble sections of self-propelled mobile access equipment designed for the lifting of person,551,CN,14106,"Jiangsu LiuGong Machinery Co Ltd, a PRC producer"
20286678,2027-02-20,8431390010,Pre-assembled or ready-to-assemble sections of self-propelled mobile access equipment designed for the lifting of person,551,CN,14107,Terex (Changzhou) Machinery Co Ltd (“Terex Changzhou”)
20286693,2027-02-20,8431390010,Pre-assembled or ready-to-assemble sections of self-propelled mobile access equipment designed for the lifting of person,551,CN,14108,Zoomlion Intelligent Access Machinery Co Ltd
20286708,2027-02-20,8431390010,Pre-assembled or ready-to-assemble sections of self-propelled mobile access equipment designed for the lifting of person,551,CN,14109,Hered (Shandong) Intelligent Technology Co Ltd
20286723,2027-02-20,8431390010,Pre-assembled or ready-to-assemble sections of self-propelled mobile access equipment designed for the lifting of person,551,CN,14110,"XCMG Group, including:<br><br>&amp;bull; XCMG Fire-Fighting Safety Equipment Co Ltd, the PRC producer<br><br>&amp;bull; "
20286738,2027-02-20,8431390010,Pre-assembled or ready-to-assemble sections of self-propelled mobile access equipment designed for the lifting of person,551,CN,14111,Hunan Sinoboom Intelligent Equipment Co Ltd (“Sinoboom”)
20286753,2027-02-20,8431390010,Pre-assembled or ready-to-assemble sections of self-propelled mobile access equipment designed for the lifting of person,551,CN,14112,Haulotte Access Equipment Manufacturing (Changzhou) Co Ltd
20286768,2027-02-20,8431390010,Pre-assembled or ready-to-assemble sections of self-propelled mobile access equipment designed for the lifting of person,551,CN,14113,Shandong Chufeng Heavy Industry Machinery Co Ltd
20286783,2027-02-20,8431390010,Pre-assembled or ready-to-assemble sections of self-propelled mobile access equipment designed for the lifting of person,551,CN,14114,Joovoo Industries Inc
20286798,2027-02-20,8431390010,Pre-assembled or ready-to-assemble sections of self-propelled mobile access equipment designed for the lifting of person,551,CN,14115,Jinan Juxin Machinery Co Ltd
20286813,2027-02-20,8431390010,Pre-assembled or ready-to-assemble sections of self-propelled mobile access equipment designed for the lifting of person,551,CN,14091,Goods which do not fall within the goods description are excluded from the measure<BR><br><br>* These goods are excluded
20286603,2027-02-20,8431390010,Pre-assembled or ready-to-assemble sections of self-propelled mobile access equipment designed for the lifting of person,551,CN,11386,All other overseas exporters (residual amount)
20286574,2027-02-20,8431390090,Other,551,CN,14101,Zhejiang Dingli Machinery Co Ltd
20286589,2027-02-20,8431390090,Other,551,CN,14102,Lingong Heavy Machinery Co Ltd
20286619,2027-02-20,8431390090,Other,551,CN,14103,Fronteq (Changzhou) Machinery Co Ltd.
20286634,2027-02-20,8431390090,Other,551,CN,14104,Sunward Intelligent Equipment Co Ltd
20286649,2027-02-20,8431390090,Other,551,CN,14105,Oshkosh JLG (Tianjin) Equipment Technology Co Ltd (“JLG Tianjin”)
20286664,2027-02-20,8431390090,Other,551,CN,14106,"Jiangsu LiuGong Machinery Co Ltd, a PRC producer"
20286679,2027-02-20,8431390090,Other,551,CN,14107,Terex (Changzhou) Machinery Co Ltd (“Terex Changzhou”)
20286694,2027-02-20,8431390090,Other,551,CN,14108,Zoomlion Intelligent Access Machinery Co Ltd
20286709,2027-02-20,8431390090,Other,551,CN,14109,Hered (Shandong) Intelligent Technology Co Ltd
20286724,2027-02-20,8431390090,Other,551,CN,14110,"XCMG Group, including:<br><br>&amp;bull; XCMG Fire-Fighting Safety Equipment Co Ltd, the PRC producer<br><br>&amp;bull; "
20286739,2027-02-20,8431390090,Other,551,CN,14111,Hunan Sinoboom Intelligent Equipment Co Ltd (“Sinoboom”)
20286754,2027-02-20,8431390090,Other,551,CN,14112,Haulotte Access Equipment Manufacturing (Changzhou) Co Ltd
20286769,2027-02-20,8431390090,Other,551,CN,14113,Shandong Chufeng Heavy Industry Machinery Co Ltd
20286784,2027-02-20,8431390090,Other,551,CN,14114,Joovoo Industries Inc
20286799,2027-02-20,8431390090,Other,551,CN,14115,Jinan Juxin Machinery Co Ltd
20286814,2027-02-20,8431390090,Other,551,CN,14091,Goods which do not fall within the goods description are excluded from the measure<BR><br><br>* These goods are excluded
20286604,2027-02-20,8431390090,Other,551,CN,11386,All other overseas exporters (residual amount)
20227239,2027-03-01,7208512010,"Of non-alloy steel, excluding tool steel<br>",552,CN,12697,"Nanjing Iron and Steel Co., Ltd."
20227248,2027-03-01,7208512010,"Of non-alloy steel, excluding tool steel<br>",552,CN,12698,"Minmetals Yingkou Medium Plate Co., Ltd"
20227257,2027-03-01,7208512010,"Of non-alloy steel, excluding tool steel<br>",552,CN,12699,"Wuyang Iron and Steel Co., Ltd and Wuyang New Heavy &amp; Wide Steel Plate Co., Ltd"
20227266,2027-03-01,7208512010,"Of non-alloy steel, excluding tool steel<br>",552,CN,12714,"Zhangjiagang Shajing Heavy Plate Co., Ltd."
20227275,2027-03-01,7208512010,"Of non-alloy steel, excluding tool steel<br>",552,CN,12731,"Jiangyin Xingcheng Special Steel Works Co., Ltd"
20227284,2027-03-01,7208512010,"Of non-alloy steel, excluding tool steel<br>",552,CN,12713,"Xinyu Iron &amp; Steel Co.,Ltd"
20227293,2027-03-01,7208512010,"Of non-alloy steel, excluding tool steel<br>",552,CN,12732,"Shandong Iron &amp; Steel Co., Ltd, Jinan Company"
20227302,2027-03-01,7208512010,"Of non-alloy steel, excluding tool steel<br>",552,CN,12705,Angang Steel Company Limited
20227311,2027-03-01,7208512010,"Of non-alloy steel, excluding tool steel<br>",552,CN,12706,"Inner Mongolia Baotou Steel Union Co.,Ltd"
20227320,2027-03-01,7208512010,"Of non-alloy steel, excluding tool steel<br>",552,CN,12733,"Nanyang Hanye Special Steel Co., Ltd"
20227329,2027-03-01,7208512010,"Of non-alloy steel, excluding tool steel<br>",552,CN,12734,"Qinhuangdao Shouqin Metal Materials Co., Ltd"
20227338,2027-03-01,7208512010,"Of non-alloy steel, excluding tool steel<br>",552,CN,12735,"Laiwu Steel Yinshan Section Co., Ltd"
20227347,2027-03-01,7208512010,"Of non-alloy steel, excluding tool steel<br>",552,CN,12710,Jiangjsu Tiangong Tools Company Limited
20227356,2027-03-01,7208512010,"Of non-alloy steel, excluding tool steel<br>",552,CN,12736,"Wuhan Iron and Steel Co., Ltd"
20227365,2027-03-01,7208512010,"Of non-alloy steel, excluding tool steel<br>",552,CN,12524,All Other Overseas Exporters (Residual Rate)
20227240,2027-03-01,7208519110,"Of non-alloy steel, excluding tool steel<br>",552,CN,12697,"Nanjing Iron and Steel Co., Ltd."
20227249,2027-03-01,7208519110,"Of non-alloy steel, excluding tool steel<br>",552,CN,12698,"Minmetals Yingkou Medium Plate Co., Ltd"
20227258,2027-03-01,7208519110,"Of non-alloy steel, excluding tool steel<br>",552,CN,12699,"Wuyang Iron and Steel Co., Ltd and Wuyang New Heavy &amp; Wide Steel Plate Co., Ltd"
20227267,2027-03-01,7208519110,"Of non-alloy steel, excluding tool steel<br>",552,CN,12714,"Zhangjiagang Shajing Heavy Plate Co., Ltd."
20227276,2027-03-01,7208519110,"Of non-alloy steel, excluding tool steel<br>",552,CN,12731,"Jiangyin Xingcheng Special Steel Works Co., Ltd"
20227285,2027-03-01,7208519110,"Of non-alloy steel, excluding tool steel<br>",552,CN,12713,"Xinyu Iron &amp; Steel Co.,Ltd"
20227294,2027-03-01,7208519110,"Of non-alloy steel, excluding tool steel<br>",552,CN,12732,"Shandong Iron &amp; Steel Co., Ltd, Jinan Company"
20227303,2027-03-01,7208519110,"Of non-alloy steel, excluding tool steel<br>",552,CN,12705,Angang Steel Company Limited
20227312,2027-03-01,7208519110,"Of non-alloy steel, excluding tool steel<br>",552,CN,12706,"Inner Mongolia Baotou Steel Union Co.,Ltd"
20227321,2027-03-01,7208519110,"Of non-alloy steel, excluding tool steel<br>",552,CN,12733,"Nanyang Hanye Special Steel Co., Ltd"
20227330,2027-03-01,7208519110,"Of non-alloy steel, excluding tool steel<br>",552,CN,12734,"Qinhuangdao Shouqin Metal Materials Co., Ltd"
20227339,2027-03-01,7208519110,"Of non-alloy steel, excluding tool steel<br>",552,CN,12735,"Laiwu Steel Yinshan Section Co., Ltd"
20227348,2027-03-01,7208519110,"Of non-alloy steel, excluding tool steel<br>",552,CN,12710,Jiangjsu Tiangong Tools Company Limited
20227357,2027-03-01,7208519110,"Of non-alloy steel, excluding tool steel<br>",552,CN,12736,"Wuhan Iron and Steel Co., Ltd"
20227366,2027-03-01,7208519110,"Of non-alloy steel, excluding tool steel<br>",552,CN,12524,All Other Overseas Exporters (Residual Rate)
20227241,2027-03-01,7208519810,"Of non-alloy steel, excluding tool steel<br>",552,CN,12697,"Nanjing Iron and Steel Co., Ltd."
20227250,2027-03-01,7208519810,"Of non-alloy steel, excluding tool steel<br>",552,CN,12698,"Minmetals Yingkou Medium Plate Co., Ltd"
20227259,2027-03-01,7208519810,"Of non-alloy steel, excluding tool steel<br>",552,CN,12699,"Wuyang Iron and Steel Co., Ltd and Wuyang New Heavy &amp; Wide Steel Plate Co., Ltd"
20227268,2027-03-01,7208519810,"Of non-alloy steel, excluding tool steel<br>",552,CN,12714,"Zhangjiagang Shajing Heavy Plate Co., Ltd."
20227277,2027-03-01,7208519810,"Of non-alloy steel, excluding tool steel<br>",552,CN,12731,"Jiangyin Xingcheng Special Steel Works Co., Ltd"
20227286,2027-03-01,7208519810,"Of non-alloy steel, excluding tool steel<br>",552,CN,12713,"Xinyu Iron &amp; Steel Co.,Ltd"
20227295,2027-03-01,7208519810,"Of non-alloy steel, excluding tool steel<br>",552,CN,12732,"Shandong Iron &amp; Steel Co., Ltd, Jinan Company"
20227304,2027-03-01,7208519810,"Of non-alloy steel, excluding tool steel<br>",552,CN,12705,Angang Steel Company Limited
20227313,2027-03-01,7208519810,"Of non-alloy steel, excluding tool steel<br>",552,CN,12706,"Inner Mongolia Baotou Steel Union Co.,Ltd"
20227322,2027-03-01,7208519810,"Of non-alloy steel, excluding tool steel<br>",552,CN,12733,"Nanyang Hanye Special Steel Co., Ltd"
20227331,2027-03-01,7208519810,"Of non-alloy steel, excluding tool steel<br>",552,CN,12734,"Qinhuangdao Shouqin Metal Materials Co., Ltd"
20227340,2027-03-01,7208519810,"Of non-alloy steel, excluding tool steel<br>",552,CN,12735,"Laiwu Steel Yinshan Section Co., Ltd"
20227349,2027-03-01,7208519810,"Of non-alloy steel, excluding tool steel<br>",552,CN,12710,Jiangjsu Tiangong Tools Company Limited
20227358,2027-03-01,7208519810,"Of non-alloy steel, excluding tool steel<br>",552,CN,12736,"Wuhan Iron and Steel Co., Ltd"
20227367,2027-03-01,7208519810,"Of non-alloy steel, excluding tool steel<br>",552,CN,12524,All Other Overseas Exporters (Residual Rate)
